"key","isi","judul","saham","tanggal_berita"
"","Lalu, MTEL akan melakukan buyback saham senilai Rp 1 triliun, KLBF menyiapkan bujet buyback saham Rp 500 miliar. Lalu, JRPT juga akan buyback saham senilai Rp 100 miliar, dan KREN akan buyback saham Rp 100 miliar.    Equity Analyst Kanaka Hita Solvera Andhika Cipta Labora melihat ada beberapa hal yang mendorong para emiten melakukan buyback saham.  Yakni, emiten tersebut yakin dengan kondisi fundamental perusahaan. Lalu, untuk mengurangi saham beredar di masyarakat sehingga likuiditas terjaga. Serta,untuk meningkatkan rasio keuangan sehingga dengan semakin sedikit saham yang beredar maka rasio earning per share (EPS) akan semakin meningkat.  Jika melihat dari valuasinya menggunakan price earning ratio (PER), Andhika melihat, ada beberapa emiten yang akan buyback saham tersebut memiliki harga saham undervalued. Ia menyebut, UNTR dan ADRO masih terbilang murah diharga sekarang karena memiliki kinerja keuangan bagus,  ""Selain itu, JRPT juga masih murah valuasinya. Sementara emiten yang lain secara valuasi sudah tidak murah lagi,"" ujarnya kepada Kontan.co.id, Minggu (17/7).  Andhika melanjutkan, dalam jangka pendek, aksi buyback saham ini dapat menjadi sentimen positif untuk pergerakan harga yang bisa membuat harga naik. Menurutnya, kenaikan harga berpotensi bisa sampai 10%-20%.  Mak itu, ia menyarankan investor buy saham-saham emiten yang sedang buyback yang memiliki valuasi murah. Andhika merekomendasikan  saham ADRO dengan support Rp 2.660 dan target penguatan Rp 3.200.  Kemudian juga rekomendasi  saham UNTR dengan support Rp 26.125 dan target penguatan Rp 35.000.  Lalu rekomendasi  saham MTEL support di Rp 680 dengan target penguatan Rp 830.  Kemudian,  saham LPPF dengan support Rp 4.150 dan target penguatan Rp 5.300.    Cek Berita dan Artikel yang lain di ","Cermati Rekomendasi Saham Emiten-Emiten yang Akan Buyback Saham Ini","klbf"," Minggu, 17 Juli 2022 / 14:13 WIB "
"","Rencana buyback saham sudah menjadi sentimen positif bagi harga saham UNTR. Pada perdagangan Jumat 15 Juli 2022, harga saham UNTR ditutup dilevel 29.025. Dalam 5 hari terakhir perdagangan, harga saham UNTR naik 1.575 atau 5,74%.  Pada periode yang sama, harga saham LPFF naik 140 poin atau 3,07% ke level 4.700. Harga saham KLBF juga naik tipis 5 poin atau 0,3% ke level 1.680.  Sedangkan harga saham ADRO pada periode yang sama malah melemah 90 poin atau 3,16% ke level 2.760. Begitu juga dengan harga saham MTEL turun 10 poin atau 1,38% ke level 715.    UNTR menyiapkan dana buyback saham hingga Rp 5 triliun. Kemudian, ADRO yang memperpanjang rencana buyback dengan anggaran hingga Rp 4 triliun. Selanjutnya, LPPF menyiapkan anggaran buyback saham Rp 1 triliun.  Lalu, MTEL akan melakukan buyback saham senilai Rp 1 triliun, KLBF menyiapkan bujet buyback saham Rp 500 miliar. Lalu, JRPT juga akan buyback saham senilai Rp 100 miliar, dan KREN akan buyback saham Rp 100 miliar.  Equity Analyst Kanaka Hita Solvera Andhika Cipta Labora melihat ada beberapa hal yang mendorong para emiten melakukan buyback saham.  Yakni, emiten tersebut yakin dengan kondisi fundamental perusahaan. Lalu, untuk mengurangi saham beredar di masyarakat sehingga likuiditas terjaga. Serta,untuk meningkatkan rasio keuangan sehingga dengan semakin sedikit saham yang beredar maka rasio earning per share (EPS) akan semakin meningkat.  Jika melihat dari valuasinya menggunakan price earning ratio (PER), Andhika melihat, ada beberapa emiten yang akan  saham tersebut memiliki harga saham undervalued. Ia menyebut, UNTR dan ADRO masih terbilang murah diharga sekarang karena memiliki kinerja keuangan bagus,  ""Selain itu, JRPT juga masih murah valuasinya. Sementara emiten yang lain secara valuasi sudah tidak murah lagi,"" ujarnya kepada Kontan.co.id, Minggu (17/7).  Andhika melanjutkan, dalam jangka pendek, aksi buyback saham ini dapat menjadi sentimen positif untuk pergerakan harga yang bisa membuat harga naik. Menurutnya, kenaikan harga berpotensi bisa sampai 10%-20%.  Mak itu, ia menyarankan investor buy saham-saham emiten yang sedang buyback yang memiliki valuasi murah. Andhika merekomendasikan  saham ADRO dengan support Rp 2.660 dan target penguatan Rp 3.200.  Kemudian juga rekomendasi  saham UNTR dengan support Rp 26.125 dan target penguatan Rp 35.000.  Lalu rekomendasi  saham MTEL support di Rp 680 dengan target penguatan Rp 830.  Kemudian,  saham LPPF dengan support Rp 4.150 dan target penguatan Rp 5.300.  Itulah rekomendasi saham yang akan melakukan buyback dalam waktu dekat. Ingat disclaimer on, segala risiko investasi atas rekomendasi saham di atas menjadi tanggung jawab Anda sendiri.     Cek Berita dan Artikel yang lain di ","Jangan Salah Beli, Ini Rekomendasi Saham yang Akan Buyback","klbf"," Senin, 18 Juli 2022 / 07:17 WIB "
"","Rencana buyback saham sudah menjadi sentimen positif bagi harga saham UNTR. Pada perdagangan Jumat 15 Juli 2022, harga saham UNTR ditutup dilevel 29.025. Dalam 5 hari terakhir perdagangan, harga saham UNTR naik 1.575 atau 5,74%.  Pada periode yang sama, harga saham LPFF naik 140 poin atau 3,07% ke level 4.700. Harga saham KLBF juga naik tipis 5 poin atau 0,3% ke level 1.680.  Sedangkan harga saham ADRO pada periode yang sama malah melemah 90 poin atau 3,16% ke level 2.760. Begitu juga dengan harga saham MTEL turun 10 poin atau 1,38% ke level 715.    UNTR menyiapkan dana buyback saham hingga Rp 5 triliun. Kemudian, ADRO yang memperpanjang rencana buyback dengan anggaran hingga Rp 4 triliun. Selanjutnya, LPPF menyiapkan anggaran buyback saham Rp 1 triliun.  Lalu, MTEL akan melakukan buyback saham senilai Rp 1 triliun, KLBF menyiapkan bujet buyback saham Rp 500 miliar. Lalu, JRPT juga akan buyback saham senilai Rp 100 miliar, dan KREN akan buyback saham Rp 100 miliar.  Equity Analyst Kanaka Hita Solvera Andhika Cipta Labora melihat ada beberapa hal yang mendorong para emiten melakukan buyback saham.  Yakni, emiten tersebut yakin dengan kondisi fundamental perusahaan. Lalu, untuk mengurangi saham beredar di masyarakat sehingga likuiditas terjaga. Serta,untuk meningkatkan rasio keuangan sehingga dengan semakin sedikit saham yang beredar maka rasio earning per share (EPS) akan semakin meningkat.  Jika melihat dari valuasinya menggunakan price earning ratio (PER), Andhika melihat, ada beberapa emiten yang akan  saham tersebut memiliki harga saham undervalued. Ia menyebut, UNTR dan ADRO masih terbilang murah diharga sekarang karena memiliki kinerja keuangan bagus,  ""Selain itu, JRPT juga masih murah valuasinya. Sementara emiten yang lain secara valuasi sudah tidak murah lagi,"" ujarnya kepada Kontan.co.id, Minggu (17/7).    Andhika melanjutkan, dalam jangka pendek, aksi buyback saham ini dapat menjadi sentimen positif untuk pergerakan harga yang bisa membuat harga naik. Menurutnya, kenaikan harga berpotensi bisa sampai 10%-20%.  Mak itu, ia menyarankan investor buy saham-saham emiten yang sedang buyback yang memiliki valuasi murah. Andhika merekomendasikan  saham ADRO dengan support Rp 2.660 dan target penguatan Rp 3.200.  Kemudian juga rekomendasi  saham UNTR dengan support Rp 26.125 dan target penguatan Rp 35.000.  Lalu rekomendasi  saham MTEL support di Rp 680 dengan target penguatan Rp 830.  Kemudian,  saham LPPF dengan support Rp 4.150 dan target penguatan Rp 5.300.  Itulah rekomendasi saham yang akan melakukan buyback dalam waktu dekat. Ingat disclaimer on, segala risiko investasi atas rekomendasi saham di atas menjadi tanggung jawab Anda sendiri.     Cek Berita dan Artikel yang lain di ","ADRO UNTR MTEL KLBF dll Akan Buyback Saham, Mana yang Bagus untuk Dibeli?","klbf"," Senin, 18 Juli 2022 | 08:25 WIB "
"","Pertumbuhan laba bersih seiring kenaikan pendapatan Kalbe Farma yang capai 12,12% menjadi Rp 13,87 triliun di semester I-2022. Sebagai pembanding, pendapatan KLBF di periode yang sama tahun lalu hanya Rp 12,37 triliun.  Pasar domestik memberi kontribusi terbesar atas produk farmasi Kalbe Farma yang mencapai Rp 13,28 triliun, sebagian besar diserap melalui segmen distribusi dan logistik. Sementara pasar ekspor, memberi kontribusi pemasukan senilai Rp 645,99 miliar, diserap terbanyak oleh penjualan obat resep.    Sementara itu, beban pokok pendapatan Kalbe Farma tercatat sebesar Rp 8,07 triliun, naik 15,78% yoy. Hal itu, menghasilkan laba kotor sebesar Rp 5,79 triliun, naik 7,42% dibandingkan periode yang sama tahun lalu sebesar Rp 5,39 triliun.  Setelah dikurangi beban-beban, KLBF membukukan laba sebelum beban pajak penghasilan sebesar Rp 2,13 triliun, naik 10,93% dari periode yang sama tahun sebelumnya Rp 1,92 triliun.  Per Juni 2022, KLBF membukukan total aset sebesar Rp 25,26 triliun, lebih rendah 1,57% dari posisi Desember 2021 senilai Rp 25,66 triliun. Rinciannya, total naik 3,01% menjadi Rp 4,53 triliun dan total ekuitas menyusut 2,52% menjadi Rp 20,72 triliun.         KLBF memiliki kas dan setara kas sebesar Rp 4,13 triliun, turun 33,49% dari posisi Desember 2021 sebesar Rp 6,21 triliun.     Cek Berita dan Artikel yang lain di ","Kalbe Farma (KLBF) Cetak Laba Bersih Rp 1,63 Triliun di Semester I 2022","klbf"," Senin, 01 Agustus 2022 / 10:49 WIB "
"","Pertumbuhan laba bersih seiring kenaikan pendapatan yang sebesar 12,12% menjadi Rp 13,87 triliun. Sebagai pembanding, pendapatan KLBF di periode yang sama tahun lalu sebesar Rp 12,37 triliun.  Direktur Utama KLBF Vidjongtius mengatakan, realisasi kinerja semester pertama didorong oleh pertumbuhan produk nutrisi, produk konsumer kesehatan, dan distribusi & logistik. ""Kinerja masih  dengan target yang ditentukan awal tahun ini,"" ujarnya kepada Kontan.co.id, Senin (1/8).  Sebagai pengingat, sepanjang 2022 KLBF membidik pertumbuhan pendapatan 11-15%.    Vidjongtius memproyeksikan tahun ini anggaran belanja modal atau  (capex) tidak akan terserap seluruhnya. Menurutnya, hal tersebut lantaran terjadi pergeseran waktu karena dampak global    ""Kami perkirakan seluruh tahun sekitar Rp 700 miliar - Rp 800 miliar,"" katanya.  Adapun sepanjang 2022, Kalbe Farma menganggarkan capex sebesar Rp 1 triliun. Sampai dengan semester pertama, KLBF telah menyerap anggaran capex sebesar Rp 290 miliar yang digunakan untuk melanjutkan pembangunan pabrik resep obat yang berada di Pulogadung, peremajaan truk di cabang-cabang, dan aplikasi digital internal.            Cek Berita dan Artikel yang lain di ","Kalbe Farma (KLBF) Optimistis Pendapatan Naik 15% di Tahun 2022","klbf"," Senin, 01 Agustus 2022 / 13:17 WIB "
"","Pertumbuhan laba bersih seiring tumbuhnya pendapatan perseroan sebesar 12,12% menjadi Rp 13,87 triliun. Sebagai pembanding, pendapatan KLBF di periode yang sama tahun lalu sebesar Rp 12,37 triliun.  Analis BRI Danareksa Sekuritas Natalia Sutanto mengatakan capaian pendapatan KLBF berada sedikit di atas target tahun ini, yakni 11%-15%. Walau begitu, dia melihat pendapatan di kuartal II lebih lambat atau tumbuh 7,9% yoy dibandingkan kuartal I 2022 yang tumbuh 16,6% yoy.  Pendapatan KLBF pada kuartal 2022 didorong dari segmen nutrisi yang tumbuh 9,8% yoy, kesehatan konsumen 8,3%, obat resep 8%, dan distribusi 6,4%. Sementara, hingga akhir Juni 2022, segmen distribusi membukukan pertumbuhan pendapatan terkuat sebesar 16,8% diikuti nutrisi 11,8%, dan obat resep 8,8%.    ""Segmen kesehatan konsumen mencatatkan pertumbuhan 7,2% yoy seiring perseroan memperkuat posisinya di pasar vitamin dan suplemen, termasuk produk baru khususnya di kategori multivitamin dan mineral,"" tulisnya dalam riset, Senin (1.8).  Dari sisi marjin, KLBF mencatatkan marjin kotor sebesar 41,8% di semester I 2022 atau lebih rendah dari periode yang sama tahun lalu sebesar 43,6%. Natalia mencermati, hal itu akibat hampir seluruh segmen mengalami penurunan marjin.  Dia menjelaskan marjin yang lebih rendah pada segmen nutrisi karena harga bahan baku yang lebih tinggi serta bauran produk dengan harga yang lebih terjangkau. Lalu, margin kotor segmen distribusi juga lebih rendah karena perubahan bauran produk.  Strategi efisiensi KLBF yang mendorong pertumbuhan laba bersih perseroan. Natalia mengatakan, hal itu terlihat dari opex yang lebih rendah, yakni 27,2% dari penadpatan semester I 2022 dibandingkan periode yang sama tahun lalu sebesar 28,8%.  Selain itu, keuntungan valas dan pendapatan lain-lain yang lebih tinggi menghasilkan laba bersih semester kedua sebesar Rp 1,6 triliun, tumbuh 9,3% yoy dengan marjin bersih 11,8%.  ""Laba bersih semester I 2022 sejalan dengan proyeksi kami sebesar 46,5% dan 47% dari konsensus,"" katanya.    Dari sisi saham, analis MNC Sekuritas Herditya Wicaksana melihat secara teknikal posisi KLBF saat ini sedang berada di fase  -nya. Menurutnya, selama masih bertahan di atas  maka KLBF berpeluang menguat dalam jangka pendek terlebih dahulu.  "" KLBF nampak dari pergerakan MACD dan Stochastic yang masih berada di area negatif dan kecenderungannya cukup dalam,"" ujarnya.  Oleh sebab itu, MNC Sekuritas merekomendasikan spekulasi beli dengan  di Rp 1.530 dan  pada level Rp 1.630. Sementara Natalia merekomendasikan beli melihat kinerja sepanjang tahun diproyeksikan mencapai target yang telah ditetapkan 11%-15% dengan target harga Rp 1.500.  Pada penutupan perdagangan Senin (1/8), saham KLBF ditutup melemah 35 poin atau 2,16% ke level Rp 1.585.      Cek Berita dan Artikel yang lain di ","Kinerja Kalbe Farma Tumbuh Positif pada Semester I, Begini Rekomendasi Saham KLBF","klbf"," Senin, 01 Agustus 2022 / 20:17 WIB "
"","","Kinerja KLBF Moncer di Semester I-2022","klbf","Selasa, 02 Agustus 2022 | 07:25 WIB "
"","","Mengintip Harta Kekayaan Boy Thohir di Bursa Saham","mdka","Senin, 25 Juli 2022 | 16:40 WIB "
"","Pertumbuhan kinerja yang signifikan ditopang oleh melambungnya nilai ekspor di segmen penjualan emas, perak, katoda, tembaga dan feronikel.  Berdasar laporan keuangan per 30 Juni 2022 yang dipublikasikan di situs Bursa Efek Indonesia (BEI), Senin (12/9), MDKA membukukan pendapatan usaha US$ 341,40 juta. Pertumbuhannya mencapai 152,11% secara tahunan ( ).  Penjualan di segmen emas, perak, katoda, tembaga dan feronikel ke pasar ekspor masih menjadi penyumbang utama pendapatan MDKA. Kontribusinya sebesar US$ 304,82 juta, atau mencapai 89,28% dari total pendapatan usaha MDKA di semester I-2022.    Precious Metals Global Markets (HSBC) tercatat sebagai pembeli terbesar komoditas tambang yang dihasilkan MDKA. Nilainya mencapai US$ 145,70 juta, tumbuh 86,86% secara tahunan.   Sementara penjualan ke Mitsui & Co. Ltd., melonjak 189,82% secara tahunan menjadi US$  49,21 juta.  Hong Kong Rui Po Limited tercatat sebagai pembeli anyar produk MDKA lantaran baru tercatat di semester I-2022. Nilainya mencapai US$ 42,17 juta.         Proyek Tujuh Bukit masih menjadi andalan MDKA dalam mengeduk pendapatan. Dari proyek ini MDKA meraup pendapatan bersih US$ 146,92 juta. Disusul proyek Wetar sebesar US$ 99,04 juta dan Proyek Nikel yang pendapatan bersihnya mencapai US$ 94,12 juta.  Dus, MDKA berhasil membukukan laba kotor US$ 104,41 juta, menjulang 267,46% secara tahunan.  Sedangkan laba bersihnya terbang 1.549,51 persen secara tahunan menjadi US$ 96,79 juta. Walhasil, laba per saham dasar MDKA naik dari US$ 0,0003 di semester I-2021 menjadi US$ 0,0041 di paruh pertama 2022. ","Laba Bersih MDKA Semester I-2022 Terbang 1.549 Persen Menjadi US$ 96,79 Juta","mdka","Senin, 12 September 2022 | 10:18 WIB "
"","","Otak-atik Portofolio Saham ala Saratoga (SRTG), Perusahaan Milik Edwin dan Sandiaga","mdka","Rabu, 21 September 2022 | 22:58 WIB "
"","Presiden Direktur Kalbe Farma Vidjongtius menyampaikan, segmen bisnis distribusi dan logistik masih akan menjadi kontributor utama bagi penjualan bersih KLBF secara konsolidasi.  Di semester pertama, segmen ini berkontribusi 37% dari total penjualan bersih KLBF. Kemudian disusul oleh segmen nutrisi yang menyumbang penjualan 27%, obat resep 21%, dan produk kesehatan 15%.  KLBF punya modal kuat untuk memperkuat segmen distribusi dan logistik. Ini mengingat KLBF memiliki 3 pusat distribusi regional, 71 cabang, dan lebih dari 200.000 outlet di seluruh Indonesia untuk menopang penjualan produk perusahaan tersebut.    Guna memperkuat bisnis distribusi dan logistik, Manajemen KLBF gencar melakukan perbaikan fasilitas cabang yang ada untuk meningkatkan kualitas pelayanan, memperluas kapasitas gudang, dan berkolaborasi dengan sub distributor untuk mendapatkan perluasan wilayah.  KLBF juga bekerja sama secara selektif dengan prinsipal pihak ketiga baru yang potensial. Beberapa contoh prinsipal pihak ketiga yang berkolaborasi dengan KLBF antara lain Interbat, Bernofarm, Taisho Pharmaceutical, E-Care, Hanmi Fine Chemical, Akzo Nobel, dan lain-lain.  Sekadar catatan, KLBF menganggarkan dana belanja modal atau  (capex) sebesar Rp 1 triliun pada tahun ini. Dana tersebut digunakan untuk perluasan kapasitas produksi dan distribusi perusahaan.  “Capex ini bersumber dari dana internal dan diperkirakan implementasi penyerapannya masih sesuai,” imbuh Vidjongtius, Senin (19/9).  KLBF pun cukup giat berekspansi ke luar negeri. Salah satu langkah emiten ini adalah mendirikan perusahaan patungan bernama Kalbe Ecossential International Inc di Filipina bersama Ecossential Foods Corp (EFC) pada Agustus lalu. Perusahaan ini bergerak di bidang penjualan dan distribusi produk dan alat kesehatan.  “Dalam tiga tahun mendatang, perusahaan patungan ini akan memberikan kontribusi positif pada bisnis internasional Kalbe Farma,” ujar dia.         Ekspansi KLBF tak berhenti sampai di situ, dalam berita sebelumnya, KLBF disebut akan segera menuntaskan akuisisi 80% saham PT Aventis Pharma atau Sanofi pada Oktober mendatang. Dengan begitu, Sanofi diharapkan dapat berkontribusi sekitar 3%-4% terhadap penjualan bersih KLBF pada tahun depan.  Di sisi lain, Manajemen KLBF dipastikan akan kembali meningkatkan  (ASP) pada beberapa produknya secara selektif di semester II-2022 sekitar 2%-3%. Pada semester pertama kemarin, KLBF telah menaikkan ASP sekitar 3%-5% pada produk-produk selektif.  Peningkatan ASP produk jadi strategi KLBF untuk mendongkrak margin laba. Maklum saja, sumber bahan baku yang digunakan KLBF baik impor maupun lokal sama-sama mengalami kenaikan.  “Ini karena isu kesulitan rantai pasok logistik dan juga fluktuasi nilai tukar rupiah,” tandas Vidjongtius.     Cek Berita dan Artikel yang lain di ","Kalbe Farma (KLBF) Berikhtiar Kejar Pertumbuhan Penjualan 11% di Tahun Ini","klbf"," Senin, 19 September 2022 / 16:58 WIB "
